nama_gunung,lat,lon
Agung,-8.339195529774136,115.5071309468921
Ambang,0.7466347483959402,124.41976603828394
Anak_Krakatau,-6.0994260318789335,105.42506901863348
Anak_Ranakah,-8.636897214931345,120.53015068957482
Arjuno_Welirang,-7.752595649244089,112.58473166459447
Awu,3.6860121895634266,125.45166080515203
Banda_Api,-4.522433550607112,129.88026532433287
Batur,-8.237506239611806,115.3770548937516
Batutara,-7.7932893316147025,123.58873456894497
Bromo,-7.9482487181253205,112.95465789859489
Bur_Ni_Telong,4.768392275399038,96.81974758593893
Ciremai,-6.906023325489851,108.4053198052284
Colo,-0.17126380891738677,121.60525442160906
Dempo,-4.015244741193231,103.1216089670942
Dieng,-7.207048777198303,109.88035350175267
Dukono,1.700735411659284,127.87720190380315
Ebulobo,-8.814494146601774,121.19122090715838
Egon,-8.673189152409774,122.4570369740112
Galunggung,-7.232650762795709,108.0640498287914
Gamalama,0.8080795138297155,127.32797193909248
Gamkonora,1.3761740995069007,127.52937422579207
Gede,-6.773162494968574,106.96352377421657
Guntur,-7.145424348707704,107.83318280077268
Ibu,1.496278852993681,127.63312964110789
Ijen,-8.059460150299318,114.2527234841476
Ile_Werung,-8.533680788786013,123.5687021381091
Ili_Boleng,-8.347460030388035,123.25698673451963
Ili_Lewotolok,-8.273259187919763,123.50959299241404
Inielika,-8.73553223312767,120.97760153259476
Inierie,-8.878903352473145,120.95891657468508
Iya,-8.89435437536,121.6407378753318
Kaba,-3.519823862001315,102.61711510353268
Karangetang,2.7780849319038263,125.41420105780425
Kelimutu,-8.770476697679918,121.81465171433733
Kelud,-7.937738429301121,112.31101499752326
Kerinci,-1.6960641721818626,101.26757605219993
Kie_Besi,0.3263130269564162,127.40091514016298
Lamongan,-7.978252448614912,113.3456047102437
Lereboleng,-8.368570439564845,122.8344192248698
Lewotobi_Laki_Laki,-8.536016408524723,122.76722524161767
Lewotobi_Perempuan,-8.556408165474236,122.78456272660117
Lokon,1.3618908864894006,124.79714828914254
Mahawu,1.351829755307262,124.86443210392311
Marapi,-0.38084076470247114,100.46367370444136
Merapi,-7.534664361316692,110.45249050620838
Papandayan,-7.322212796622425,107.72951721698529
Peut_Sague,4.902331084261259,96.30393494979751
Raung,-8.119377779750089,114.0534771541299
Rinjani,-8.407916649009278,116.47299954037742
Rokatenda,-8.326978441910109,121.70829118469757
Ruang,2.3043134510591905,125.36775815761527
Salak,-6.709292278267676,106.73544152357863
Sangeangapi,-8.189176877326174,119.06445947200541
Semeru,-8.11668283389773,112.92528298880418
Seulawah_Agam,5.446171157267218,95.66038188025428
Sinabung,3.163102862677453,98.3917993331481
Sirung,-8.508168634717018,124.12763390788827
Slamet,-7.241633915636905,109.21497137080533
Soputan,1.1143151941860603,124.73318824091324
Sorikmarapi,0.6794407651438,99.5477514407531
Sumbing,-7.382849078300493,110.07403027700882
Sundoro,-7.300922724388793,109.99587684729043
Talang,-0.9785797547556008,100.67576594302197
Tambora,-8.258257322674966,117.9715690973456
Tandikat,-0.44480081293178103,100.32380601470396
Tangkoko,1.5084061093292944,125.21962596726397
Tangkuban_Parahu,-6.760855575576136,107.5980936909186
Wurlali,-7.121978319792184,128.6777804850105
