nama_gunung,lat,lon
Agung,-8.339195529774136,115.5071309468921
Ambang,0.7500483464755945,124.41922704911346
Anak_Krakatau,-6.104815923583651,105.42237407278112
Anak_Ranakah,-8.63159715475504,120.53131849944417
Arjuno_Welirang,-7.762566948897815,112.5863486321059
Awu,3.685203705807719,125.45058282681109
Banda_Api,-4.530518388164189,129.8760432424975
Batur,-8.241458826861932,115.37444977942765
Batutara,-7.7899655650634605,123.58163787820043
Bromo,-7.943397815591075,112.95627486610631
Bur_Ni_Telong,4.768392275399038,96.81974758593893
Ciremai,-6.932882952485025,108.36624309036921
Colo,-0.15123137808152143,121.6138782483366
Dempo,-4.015244741193231,103.1216089670942
Dieng,-7.213965804886024,109.87550259921842
Dukono,1.700735411659284,127.87720190380315
Ebulobo,-8.814494146601774,121.19122090715838
Egon,-8.676423087432603,122.45272506064742
Galunggung,-7.252413699046339,108.07105668800753
Gamalama,0.8101456389831905,127.33228385245626
Gamkonora,1.3788690453592594,127.53162001400237
Gede,-6.741631628495979,107.01454808235455
Guntur,-7.161683855350267,107.85752714497232
Ibu,1.496278852993681,127.63312964110789
Ijen,-8.053082111782068,114.26772534939239
Ile_Werung,-8.536106240053135,123.5784039431776
Ili_Boleng,-8.341710812569671,123.25312397879792
Ili_Lewotolok,-8.273259187919763,123.50959299241404
Inielika,-8.718913400371457,120.95253853616782
Inierie,-8.872435482427484,120.95568263966224
Iya,-8.903247696672784,121.63247337471789
Kaba,-3.513894981126126,102.62897286528306
Karangetang,2.774850996880996,125.4040500950937
Kelimutu,-8.765895289730908,121.81599918726351
Kelud,-7.9304620754997535,112.31038617682438
Kerinci,-1.6960641721818626,101.26757605219993
Kie_Besi,0.3215519559505827,127.40010665640727
Lamongan,-7.969269295773717,113.3387775140844
Lereboleng,-8.35725166698494,122.83082596373332
Lewotobi_Laki_Laki,-8.536016408524723,122.76722524161767
Lewotobi_Perempuan,-8.548323327917162,122.7825864329761
Lokon,1.3644061692849354,124.79939407735284
Mahawu,1.353446722818677,124.86245581029804
Marapi,-0.3916205481119054,100.45621768758318
Merapi,-7.545623807782951,110.44036324987276
Papandayan,-7.323380606491781,107.72834940711593
Peut_Sague,4.877268087834324,96.2993535418485
Raung,-8.119377779750089,114.0534771541299
Rinjani,-8.410342100276402,116.42871259687033
Rokatenda,-8.305957864261712,121.73820508365876
Ruang,2.3073677230251968,125.3702734404108
Salak,-6.702195587523132,106.74415518183459
Sangeangapi,-8.205616047025563,119.07218498344884
Semeru,-8.11668283389773,112.92528298880418
Seulawah_Agam,5.447877956307044,95.65409367326545
Sinabung,3.161216400580802,98.4068910299213
Sirung,-8.497388851307583,124.12583727732003
Slamet,-7.241633915636905,109.21497137080533
Soputan,1.1143151941860603,124.73318824091324
Sorikmarapi,0.683393352393926,99.54119373917904
Sumbing,-7.382849078300493,110.07403027700882
Sundoro,-7.300922724388793,109.99587684729043
Talang,-0.9823526789489028,100.67998802485734
Tambora,-8.256909849748787,118.01262210582986
Tandikat,-0.41937849039119857,100.33404680894292
Tangkoko,1.5082264462724706,125.22312939687203
Tangkuban_Parahu,-6.801818752531987,107.57195271615073
Wurlali,-7.121169836036477,128.68137374614696
