nama_gunung,lat,lon
Agung,-8.342339633268553,115.50587330549433
Ambang,0.7531924499700128,124.41940671217029
Anak_Krakatau,-6.101312493975584,105.42363171417888
Anak_Ranakah,-8.632495470039158,120.53212698319989
Arjuno_Welirang,-7.748822725050787,112.579611267475
Awu,3.6844850535804237,125.4506726583395
Banda_Api,-4.521086077680933,129.88008566127604
Batur,-8.23903337559481,115.37516843165496
Batutara,-7.790145228120284,123.58909389505861
Bromo,-7.940792701267128,112.94190182156039
Bur_Ni_Telong,4.768751601512686,96.82118489039352
Ciremai,-6.893626574569002,108.40424182688746
Colo,-0.16910785223549993,121.60696122064888
Dempo,-4.014975246607995,103.12044115722486
Dieng,-7.206240293442596,109.89553503005429
Dukono,1.7005557486024603,127.87729173533157
Ebulobo,-8.81530263035748,121.19140057021521
Egon,-8.676512918961016,122.45290472370425
Galunggung,-7.230674469170646,108.06503797560393
Gamalama,0.8101456389831905,127.33237368398467
Gamkonora,1.3787792138308474,127.53162001400237
Gede,-6.788254191741782,106.98202906906943
Guntur,-7.148209126088474,107.83992016540357
Ibu,1.4951110431243257,127.63330930416471
Ijen,-8.056495709861723,114.2535319679033
Ile_Werung,-8.527302750268763,123.5709479263194
Ili_Boleng,-8.342968453967439,123.25572909312187
Ili_Lewotolok,-8.272989693334527,123.50968282394246
Inielika,-8.73553223312767,120.9688878743388
Inierie,-8.874232112995722,120.95577247119066
Iya,-8.89570184828618,121.63786326642261
Kaba,-3.513715318069302,102.62906269681147
Karangetang,2.7759289752219396,125.40440942120735
Kelimutu,-8.766074952787731,121.81581952420669
Kelud,-7.934504494278292,112.30589460040378
Kerinci,-1.6960641721818626,101.26757605219993
Kie_Besi,0.3223604397062903,127.39920834112316
Lamongan,-7.972233736211312,113.340214818539
Lereboleng,-8.358419476854294,122.8267835449548
Lewotobi_Laki_Laki,-8.537813039092962,122.76713541008925
Lewotobi_Perempuan,-8.549940295428575,122.78061013935104
Lokon,1.3588366145233943,124.79607031080161
Mahawu,1.3527280705913813,124.86281513641168
Marapi,-0.3903629067141381,100.46124825317425
Merapi,-7.542749198873768,110.44350735336718
Papandayan,-7.324099258719076,107.72790024947388
Peut_Sague,4.9062836715113844,96.30501292813845
Raung,-8.119377779750089,114.0534771541299
Rinjani,-8.409533616520694,116.42520916726225
Rokatenda,-8.331200523745471,121.70631489107251
Ruang,2.304672777172838,125.36677001080274
Salak,-6.704800701847079,106.73229742008421
Sangeangapi,-8.200495649906081,119.0697595321817
Semeru,-8.113179404289664,112.92258804295183
Seulawah_Agam,5.448776271591164,95.65858524968604
Sinabung,3.169301238137878,98.39602141498345
Sirung,-8.501071943972475,124.1262864349621
Slamet,-7.241723747165317,109.21497137080533
Soputan,1.11476435182812,124.73651200746448
Sorikmarapi,0.6830340262802781,99.54164289682109
Sumbing,-7.383028741357317,110.073850613952
Sundoro,-7.300832892860381,109.99596667881885
Talang,-0.9825323420057267,100.67837105734593
Tambora,-8.244692761884762,117.9979795666987
Tandikat,-0.4302481053290448,100.32695011819838
Tangkoko,1.5072382994599391,125.21845815739461
Tangkuban_Parahu,-6.756094504570303,107.60078863677097
Wurlali,-7.121169836036477,128.6815534092038
