nama_gunung,lat,lon
Agung,-8.342339633268553,115.50587330549433
Ambang,0.7537314391404845,124.41805923924412
Anak_Krakatau,-6.107960027078069,105.42237407278112
Anak_Ranakah,-8.633303953794867,120.531498162501
Arjuno_Welirang,-7.752146491602029,112.58176722415688
Awu,3.6843053905236,125.45049299528267
Banda_Api,-4.522164056021877,129.88026532433287
Batur,-8.23903337559481,115.37525826318337
Batutara,-7.7904147227055205,123.58909389505861
Bromo,-7.940792701267128,112.94486626199799
Bur_Ni_Telong,4.7686617699842735,96.8218137110924
Ciremai,-6.89443505832471,108.40496047911475
Colo,-0.16928751529232383,121.60830869357507
Dempo,-4.0150650781364075,103.12044115722486
Dieng,-7.205431809686888,109.89310957878716
Dukono,1.6984896234489852,127.8767527461611
Ebulobo,-8.815751787999542,121.19140057021521
Egon,-8.676512918961016,122.45290472370425
Galunggung,-7.2305846376422345,108.0648583125471
Gamalama,0.8088879975854231,127.3325533470415
Gamkonora,1.3791385399444953,127.53242849775808
Gede,-6.78726604492925,106.97942395474549
Guntur,-7.150185419713537,107.83075734950556
Ibu,1.4935839071413224,127.63330930416471
Ijen,-8.055597394577603,114.25443028318743
Ile_Werung,-8.529368875422238,123.57229539924559
Ili_Boleng,-8.343237948552675,123.25483077783775
Ili_Lewotolok,-8.273169356391351,123.50977265547087
Inielika,-8.735083075485608,120.9688878743388
Inierie,-8.875310091336667,120.95577247119066
Iya,-8.89570184828618,121.63759377183737
Kaba,-3.514254307239774,102.62987118056718
Karangetang,2.7773662796765306,125.4055772310767
Kelimutu,-8.766254615844556,121.81617885032033
Kelud,-7.934504494278292,112.30652342110267
Kerinci,-1.6964234982955104,101.26497093787599
Kie_Besi,0.3204739776096393,127.3987591834811
Lamongan,-7.972952388438607,113.34057414465263
Lereboleng,-8.358419476854294,122.82687337648319
Lewotobi_Laki_Laki,-8.537902870621373,122.76722524161767
Lewotobi_Perempuan,-8.550658947655872,122.78114912852152
Lokon,1.3633281909439918,124.79777710984143
Mahawu,1.3527280705913813,124.8629049679401
Marapi,-0.3902730751857261,100.46133808470266
Merapi,-7.541761052061236,110.44485482629337
Papandayan,-7.324997574003196,107.72718159724657
Peut_Sague,4.9124820469718085,96.31013332525794
Raung,-8.119377779750089,114.0534771541299
Rinjani,-8.414204855998117,116.44021103250705
Rokatenda,-8.333536143484181,121.70631489107251
Ruang,2.304672777172838,125.36677001080274
Salak,-6.70489053337549,106.73193809397056
Sangeangapi,-8.201214302133376,119.06940020606807
Semeru,-8.111562436778248,112.92213888530976
Seulawah_Agam,5.447069472551337,95.65669878758939
Sinabung,3.1701097218935854,98.39449427900045
Sirung,-8.498197335063292,124.12637626649051
Slamet,-7.241723747165317,109.21497137080533
Soputan,1.11476435182812,124.7366018389929
Sorikmarapi,0.6830340262802781,99.54137340223585
Sumbing,-7.382938909828906,110.07403027700882
Sundoro,-7.301731208144501,109.99596667881885
Talang,-0.9825323420057267,100.67828122581751
Tambora,-8.242087647560815,117.9948354632043
Tandikat,-0.42764299100509817,100.3248839930449
Tangkoko,1.5072382994599391,125.21863782045143
Tangkuban_Parahu,-6.795261050957914,107.5852477823557
Wurlali,-7.121169836036477,128.6815534092038
